_id,longitude,latitude,floor
3238,114.2637204,22.41541072,3
3239,114.2637204,22.4154293,3
3240,114.2637465,22.41531777,3
3241,114.263756,22.41531777,3
3242,114.2637655,22.41531777,3
3243,114.2637584,22.41539213,3
3244,114.2637584,22.4154293,3
3245,114.2637607,22.4154293,3
3246,114.2637607,22.41539213,3
3247,114.2637702,22.41531777,3
3248,114.2637939,22.41524341,3
3249,114.2637939,22.41520623,3
3250,114.2637939,22.4150947,3
3251,114.2637939,22.41505752,3
3252,114.2637939,22.41494598,3
3253,114.2637939,22.41492739,3
3254,114.2637987,22.41492739,3
3255,114.2638105,22.41494598,3
3256,114.2638105,22.41498316,3
3257,114.2637987,22.41498316,3
3258,114.2637963,22.41520623,3
3259,114.2638176,22.41544789,3
3260,114.2637939,22.41529918,3
3261,114.2638224,22.41524341,3
3262,114.2638366,22.41524341,3
3263,114.2638437,22.41520623,3
3264,114.2638366,22.41531777,3
3265,114.2638413,22.41544789,3
3266,114.2638342,22.41557802,3
3267,114.2638342,22.41563379,3
3268,114.263839,22.41563379,3
3269,114.263839,22.4156152,3
3270,114.2637939,22.41539213,3
3271,114.2637939,22.41544789,3
3272,114.2637987,22.41567097,3
3273,114.2637939,22.41555943,3
3274,114.2637939,22.41563379,3
3275,114.2637939,22.41567097,3
3276,114.2637987,22.41581968,3
3277,114.2637939,22.4157825,3
3278,114.2637939,22.41581968,3
3279,114.2637987,22.41606134,3
3280,114.2637939,22.41589404,3
3281,114.2637939,22.41600558,3
3282,114.2637939,22.41606134,3
3283,114.2638034,22.41624724,3
3284,114.2637939,22.41617288,3
3285,114.2637939,22.41624724,3
3286,114.2638081,22.41624724,3
3287,114.2638224,22.41624724,3
3288,114.2638793,22.41624724,3
3289,114.2638816,22.4163216,3
3290,114.2638816,22.41628442,3
3291,114.2638816,22.41621006,3
3292,114.2638816,22.41611711,3
3293,114.2638816,22.41609852,3
3294,114.2638769,22.41609852,3
3295,114.2638745,22.41609852,3
3296,114.2638816,22.41593122,3
3297,114.2638816,22.41585686,3
3298,114.2638721,22.41585686,3
3299,114.2638769,22.4157825,3
3300,114.2638769,22.41570815,3
3301,114.2638721,22.41570815,3
3302,114.2638769,22.41563379,3
3303,114.2638674,22.41563379,3
3304,114.2638769,22.41544789,3
3305,114.2638769,22.41516905,3
3306,114.2638721,22.4150947,3
3307,114.2638674,22.41498316,3
3308,114.2638793,22.41516905,3
3309,114.2638816,22.4149088,3
3310,114.2638816,22.41498316,3
3311,114.2638769,22.41505752,3
3312,114.2638816,22.4150947,3
3313,114.2638793,22.41522482,3
3314,114.2638793,22.41529918,3
3315,114.2638958,22.41537354,3
3316,114.2639148,22.41524341,3
3317,114.2639196,22.41529918,3
3318,114.2639243,22.41529918,3
3319,114.2639148,22.41529918,3
3320,114.2639243,22.41529918,3
3321,114.263929,22.41529918,3
3322,114.2639385,22.41529918,3
3323,114.2639433,22.41529918,3
3324,114.2639575,22.41524341,3
3325,114.2639575,22.41529918,3
3326,114.2639622,22.41544789,3
3327,114.2639646,22.41544789,3
3328,114.2639575,22.41524341,3
3329,114.2639693,22.41529918,3
3330,114.2639859,22.41522482,3
3331,114.2639836,22.41529918,3
3332,114.2639883,22.41529918,3
3333,114.2639883,22.41535495,3
3334,114.2639883,22.41529918,3
3335,114.264012,22.41529918,3
3336,114.2640262,22.41535495,3
3337,114.264031,22.41533636,3
3338,114.2640736,22.41546648,3
3339,114.264076,22.415262,3
3340,114.2640784,22.41535495,3
3341,114.2640807,22.41537354,3
3342,114.2640807,22.41544789,3
3343,114.2640736,22.41555943,3
3344,114.2640736,22.41563379,3
3345,114.2640736,22.41572674,3
3346,114.2640736,22.41559661,3
3347,114.2640357,22.41567097,3
3348,114.264031,22.41559661,3
3349,114.264031,22.41567097,3
3350,114.264031,22.4157825,3
3351,114.264031,22.41606134,3
3352,114.264031,22.4161357,3
3353,114.264031,22.41624724,3
3354,114.264057,22.41637736,3
3355,114.2640357,22.41645172,3
3356,114.2640452,22.41699081,3
3357,114.2640049,22.41713953,3
3358,114.2640049,22.41708376,3
3359,114.2640167,22.41699081,3
3360,114.263967,22.41645172,3
3361,114.263929,22.41645172,3
3362,114.263929,22.41699081,3
3363,114.263903,22.41708376,3
3364,114.263903,22.41784593,3
3365,114.2639124,22.41784593,3
3366,114.263903,22.41803182,3
3367,114.2638318,22.41702799,3
3368,114.2637584,22.41784593,3
3369,114.2637607,22.41786452,3
3370,114.2637607,22.41851515,3
3371,114.2632535,22.41645172,3
3372,114.2633269,22.41667479,3
3373,114.2633175,22.41667479,3
3374,114.263334,22.41676774,3
3375,114.2633412,22.41674915,3
3376,114.2633483,22.41678633,3
3377,114.2633554,22.41682351,3
3378,114.2633625,22.41686069,3
3379,114.2633696,22.41689787,3
3380,114.2633767,22.41693505,3
3381,114.2633838,22.41697223,3
3382,114.2633815,22.41715812,3
3383,114.2634478,22.41762285,3
3384,114.2634383,22.41762285,3
3385,114.2634383,22.41767862,3
3386,114.2634526,22.41779016,3
3387,114.2634431,22.41780875,3
3388,114.2634455,22.41786452,3
3389,114.2634502,22.41792028,3
3390,114.2634502,22.418069,3
3391,114.2634549,22.418069,3
3392,114.2634763,22.41834784,3
3393,114.2633696,22.41645172,3
3394,114.2634834,22.41699081,3
3395,114.2634881,22.41691646,3
3396,114.2635355,22.41691646,3
3397,114.2635355,22.41678633,3
3398,114.2635355,22.41674915,3
3399,114.2634526,22.41708376,3
3400,114.2635095,22.41699081,3
3401,114.2635284,22.41712094,3
3402,114.2635308,22.41712094,3
3403,114.2634739,22.41645172,3
3404,114.2634881,22.41643313,3
3405,114.2635142,22.41645172,3
3406,114.2635355,22.4164889,3
3407,114.2635498,22.41645172,3
3408,114.2635758,22.41645172,3
3409,114.2635545,22.41652608,3
3410,114.2635948,22.41645172,3
3411,114.2636043,22.41656326,3
3412,114.2636138,22.41645172,3
3413,114.2636327,22.41645172,3
3414,114.2635498,22.41699081,3
3415,114.2635948,22.41699081,3
3416,114.2636327,22.41699081,3
3417,114.2636517,22.41699081,3
3418,114.2636896,22.41645172,3
3419,114.263692,22.41660044,3
3420,114.2637157,22.41645172,3
3421,114.2637157,22.41660044,3
3422,114.2637157,22.41663762,3
3423,114.2637252,22.41656326,3
3424,114.2637465,22.41645172,3
3425,114.2637489,22.41660044,3
3426,114.263775,22.41645172,3
3427,114.2638058,22.41645172,3
3428,114.2638318,22.41645172,3
3429,114.2638674,22.41645172,3
3430,114.2638911,22.41656326,3
3431,114.2636967,22.41699081,3
3432,114.2636801,22.41708376,3
3433,114.2636991,22.41687928,3
3434,114.2637157,22.41699081,3
3435,114.2637347,22.41699081,3
3436,114.2637418,22.41702799,3
3437,114.2637607,22.41708376,3
3438,114.2637607,22.41712094,3
3439,114.2637678,22.41699081,3
3440,114.2638034,22.41699081,3
3441,114.2638318,22.41699081,3
3442,114.2638793,22.41699081,3
3443,114.2635379,22.41862668,3
3444,114.2635498,22.41862668,3
3445,114.2635592,22.41862668,3
3446,114.2635403,22.41862668,3
3447,114.2635592,22.41844079,3
3448,114.2635498,22.41844079,3
3449,114.263564,22.41832925,3
3450,114.2635711,22.41832925,3
3451,114.2635403,22.41825489,3
3452,114.2635403,22.41851515,3
3453,114.2635355,22.41801323,3
3454,114.2635261,22.41784593,3
3455,114.2635213,22.41784593,3
3456,114.263609,22.41855232,3
3457,114.2636138,22.41855232,3
3458,114.2636138,22.41851515,3
3459,114.2636138,22.418069,3
3460,114.2635948,22.418069,3
3461,114.2635948,22.418069,3
3462,114.2636683,22.41853374,3
3463,114.2636683,22.41855232,3
3464,114.2636683,22.41825489,3
3465,114.2636185,22.418069,3
3466,114.2636683,22.41851515,3
3467,114.2636683,22.41801323,3
3468,114.2636801,22.41786452,3
3469,114.2636801,22.41784593,3
3470,114.2636398,22.418069,3
3471,114.2636683,22.41779016,3
3472,114.263609,22.418069,3
3473,114.2635355,22.41799464,3
3474,114.2635498,22.41767862,3
3475,114.263609,22.41749273,3
3476,114.2636375,22.41749273,3
3477,114.2635474,22.41767862,3
3478,114.263609,22.41747414,3
3479,114.2635545,22.41743696,3
3480,114.2635711,22.4173626,3
3481,114.2635498,22.41743696,3
3482,114.2635877,22.41699081,3
3483,114.2635995,22.41699081,3
3484,114.2632013,22.41537354,3
3485,114.26318,22.41572674,3
3486,114.26318,22.41621006,3
3487,114.2631847,22.41645172,3
3488,114.2631847,22.41673056,3
3489,114.2631681,22.41678633,3
3490,114.263225,22.41537354,3
3491,114.2632558,22.41537354,3
3492,114.2632748,22.41537354,3
3493,114.2633056,22.41537354,3
3494,114.2633056,22.4154293,3
3495,114.2633269,22.4154293,3
3496,114.263372,22.4154293,3
3497,114.2635592,22.4159684,3
3498,114.2635592,22.4161357,3
3499,114.2635592,22.41624724,3
3500,114.2631681,22.41695364,3
3501,114.2630614,22.41751132,3
3502,114.2630638,22.41762285,3
3503,114.2633269,22.41645172,3
3504,114.2634289,22.41531777,3
3505,114.2634929,22.41531777,3
3506,114.2635592,22.41531777,3
3507,114.2635592,22.41581968,3
3508,114.2636493,22.4161357,3
3509,114.2636493,22.41609852,3
3510,114.2636493,22.4159684,3
3511,114.2636493,22.41581968,3
3512,114.2636493,22.41563379,3
3513,114.2636493,22.41544789,3
3514,114.2636493,22.41541072,3
3515,114.2636493,22.41531777,3
3516,114.2636801,22.41531777,3
3517,114.2637204,22.41531777,3
3518,114.2637584,22.41531777,3
3519,114.2637939,22.41531777,3
3520,114.2638342,22.41544789,3
3521,114.2638793,22.41537354,3
3522,114.2639622,22.41529918,3
3523,114.264012,22.41546648,3
3524,114.264031,22.41546648,3
3525,114.2640499,22.41546648,3
3526,114.2640499,22.41606134,3
3527,114.264057,22.41624724,3
3528,114.264057,22.41645172,3
3529,114.2640239,22.41645172,3
3530,114.2640239,22.41699081,3
3531,114.2640049,22.41699081,3
3532,114.263903,22.41699081,3
3533,114.2638508,22.41624724,3
3534,114.2638508,22.41645172,3
3535,114.2638911,22.41645172,3
3536,114.2636683,22.41645172,3
3537,114.2636683,22.41699081,3
3538,114.2635355,22.41645172,3
3539,114.2635355,22.41699081,3
3540,114.2635355,22.41712094,3
3541,114.2635355,22.41743696,3
3542,114.2635355,22.41784593,3
3543,114.2635355,22.418069,3
3544,114.2636683,22.418069,3
3545,114.2636683,22.41784593,3
4452,114.2630633,22.41773439,4
4000,114.2630633,22.41773439,4
4001,114.2630633,22.41773439,4
4002,114.2630633,22.41773439,4
4003,114.2630633,22.41773439,4
4004,114.2630703,22.4175485,4
4005,114.2631753,22.41673056,4
4006,114.2631753,22.41673056,4
4007,114.2631753,22.41673056,4
4008,114.2631753,22.41673056,4
4009,114.2631753,22.41673056,4
4010,114.2631753,22.41673056,4
4011,114.2631753,22.41673056,4
4012,114.2632057,22.41660044,4
4013,114.2632057,22.41660044,4
4014,114.263208,22.41669338,4
4015,114.2632383,22.41676774,4
4016,114.2632873,22.41676774,4
4017,114.2633013,22.41663762,4
4018,114.263341,22.41669338,4
4019,114.2633457,22.41673056,4
4020,114.2633737,22.41702799,4
4021,114.2633737,22.41702799,4
4022,114.263418,22.41741837,4
4023,114.263432,22.41743696,4
4024,114.2634343,22.41747414,4
4025,114.2634343,22.41751132,4
4026,114.2633737,22.41639595,4
4027,114.2633737,22.41639595,4
4028,114.2633947,22.41639595,4
4029,114.2634133,22.41639595,4
4030,114.2634157,22.41674915,4
4031,114.263397,22.41674915,4
4032,114.2633947,22.41676774,4
4033,114.2634157,22.41687928,4
4034,114.2634297,22.41699081,4
4035,114.2634437,22.41699081,4
4036,114.263432,22.41699081,4
4037,114.263432,22.41699081,4
4038,114.2634437,22.41639595,4
4039,114.2634833,22.41699081,4
4040,114.2634833,22.41699081,4
4041,114.2634833,22.41699081,4
4042,114.2634647,22.41639595,4
4043,114.2635067,22.41699081,4
4044,114.2635067,22.41695364,4
4045,114.2635067,22.41695364,4
4046,114.2634973,22.41639595,4
4047,114.2635393,22.41639595,4
4048,114.2635393,22.41671197,4
4049,114.2635603,22.41639595,4
4050,114.2635603,22.41639595,4
4051,114.2635767,22.41639595,4
4052,114.2635767,22.41639595,4
4053,114.2635767,22.41639595,4
4054,114.2635767,22.41639595,4
4055,114.2635767,22.41639595,4
4056,114.2636187,22.41639595,4
4057,114.2636513,22.41671197,4
4058,114.263656,22.41671197,4
4059,114.2636747,22.41671197,4
4060,114.2636887,22.41671197,4
4061,114.2637027,22.41671197,4
4062,114.263705,22.41671197,4
4063,114.263705,22.41639595,4
4064,114.2637213,22.41671197,4
4065,114.2637283,22.41671197,4
4066,114.2637423,22.41671197,4
4067,114.2637447,22.41671197,4
4068,114.263761,22.41671197,4
4069,114.263761,22.41671197,4
4070,114.2637563,22.41639595,4
4071,114.2637843,22.41699081,4
4072,114.2637797,22.41671197,4
4073,114.263775,22.41671197,4
4074,114.263775,22.41639595,4
4075,114.263789,22.41671197,4
4076,114.2637913,22.41639595,4
4077,114.2637937,22.41671197,4
4078,114.26381,22.41671197,4
4079,114.263817,22.41671197,4
4080,114.2638147,22.41639595,4
4081,114.263831,22.41671197,4
4082,114.2638403,22.41671197,4
4083,114.2638707,22.41671197,4
4084,114.2638777,22.41671197,4
4085,114.2638847,22.41671197,4
4086,114.2638847,22.41639595,4
4453,114.263901,22.41639595,4
4087,114.263901,22.41639595,4
4088,114.263901,22.41639595,4
4089,114.263971,22.41639595,4
4090,114.264048,22.41673056,4
4091,114.264048,22.41673056,4
4092,114.263551,22.41847797,4
4093,114.2635743,22.41847797,4
4094,114.2635743,22.41847797,4
4095,114.2636,22.41847797,4
4096,114.2636327,22.41847797,4
4097,114.2636583,22.41847797,4
4098,114.2636583,22.41847797,4
4099,114.2635393,22.41836643,4
4100,114.2635393,22.41805041,4
4101,114.2635977,22.41816195,4
4102,114.2636,22.41816195,4
4103,114.26367,22.41812477,4
4104,114.2636327,22.41816195,4
4105,114.2636583,22.41816195,4
4106,114.2636583,22.41758568,4
4107,114.263628,22.41758568,4
4108,114.26367,22.41743696,4
4109,114.2636,22.41758568,4
4110,114.2635953,22.41758568,4
4111,114.2635697,22.41758568,4
4112,114.2635697,22.41758568,4
4113,114.2635697,22.41758568,4
4114,114.2635697,22.41758568,4
4115,114.2635697,22.41758568,4
4116,114.2635697,22.41758568,4
4117,114.2635393,22.41739978,4
4118,114.2635393,22.41739978,4
4119,114.2635393,22.41739978,4
4120,114.2635813,22.41758568,4
4121,114.2635603,22.41758568,4
4122,114.263586,22.41758568,4
4123,114.2635393,22.41726966,4
4124,114.2635393,22.41726966,4
4125,114.2635977,22.41699081,4
4126,114.2636303,22.41699081,4
4127,114.2636303,22.41699081,4
4128,114.263901,22.41853374,4
4129,114.263901,22.41853374,4
4130,114.263901,22.41853374,4
4131,114.263901,22.41853374,4
4132,114.2637703,22.4179017,4
4133,114.2637703,22.4179017,4
4134,114.2637703,22.4179017,4
4135,114.2639033,22.41845938,4
4136,114.2639033,22.41845938,4
4137,114.2639033,22.41845938,4
4138,114.2639033,22.41845938,4
4139,114.2639033,22.41792028,4
4140,114.2639033,22.41792028,4
4141,114.2639033,22.41792028,4
4142,114.2639033,22.41758568,4
4143,114.263775,22.41732542,4
4144,114.2637703,22.41732542,4
4145,114.2637703,22.41732542,4
4146,114.2637703,22.41726966,4
4147,114.2637703,22.41726966,4
4148,114.2637703,22.41726966,4
4149,114.2637703,22.41726966,4
4150,114.263901,22.41732542,4
4151,114.263901,22.41732542,4
4152,114.263901,22.41732542,4
4153,114.2631753,22.41639595,4
4154,114.2631917,22.41630301,4
4454,114.2631917,22.41607993,4
4155,114.2631917,22.41607993,4
4156,114.2631917,22.41607993,4
4157,114.2631917,22.41607993,4
4158,114.2631917,22.41607993,4
4455,114.2631917,22.41580109,4
4159,114.2631917,22.41580109,4
4160,114.2631917,22.41580109,4
4161,114.2631917,22.41550366,4
4162,114.2631823,22.41529918,4
4163,114.2631777,22.41529918,4
4164,114.2631683,22.41529918,4
4165,114.2631613,22.41528059,4
4166,114.2631613,22.41528059,4
4167,114.2631613,22.41528059,4
4168,114.2631613,22.41528059,4
4169,114.2632033,22.41513187,4
4170,114.2632337,22.41529918,4
4171,114.2632453,22.41529918,4
4172,114.2632103,22.41529918,4
4173,114.263215,22.41529918,4
4174,114.2632313,22.41529918,4
4175,114.263236,22.41529918,4
4176,114.2632453,22.41529918,4
4177,114.26325,22.41529918,4
4178,114.2632547,22.41529918,4
4179,114.2632453,22.41529918,4
4180,114.2632687,22.41529918,4
4181,114.2632687,22.41529918,4
4182,114.2632733,22.41529918,4
4183,114.263278,22.41529918,4
4184,114.2632453,22.41529918,4
4185,114.2632453,22.41529918,4
4186,114.2632897,22.41529918,4
4187,114.2632943,22.41529918,4
4188,114.2633037,22.41513187,4
4189,114.2633037,22.41515046,4
4190,114.2633037,22.415262,4
4191,114.2633037,22.41531777,4
4192,114.263334,22.41537354,4
4193,114.263348,22.41537354,4
4194,114.263348,22.41537354,4
4195,114.2633713,22.41537354,4
4196,114.2633177,22.4156152,4
4197,114.2633177,22.41565238,4
4198,114.2633177,22.41591263,4
4199,114.2633177,22.41591263,4
4200,114.2633177,22.41591263,4
4201,114.2633177,22.41591263,4
4202,114.2633177,22.41591263,4
4203,114.2633177,22.41591263,4
4204,114.2633177,22.4161357,4
4205,114.2633527,22.41619147,4
4206,114.2633527,22.41619147,4
4207,114.2633923,22.41619147,4
4208,114.2633853,22.41537354,4
4209,114.2633853,22.41537354,4
4210,114.2634157,22.41544789,4
4211,114.2634157,22.41550366,4
4212,114.2634157,22.41550366,4
4213,114.2634157,22.41544789,4
4214,114.2634203,22.41537354,4
4215,114.2634203,22.415262,4
4216,114.2634203,22.41522482,4
4217,114.2634203,22.41522482,4
4218,114.2634437,22.41518764,4
4219,114.2634437,22.41515046,4
4220,114.2634437,22.41515046,4
4221,114.2634437,22.41518764,4
4222,114.2634483,22.41533636,4
4223,114.2634483,22.41539213,4
4224,114.2634483,22.41539213,4
4225,114.2634483,22.41533636,4
4226,114.2634623,22.415262,4
4227,114.263488,22.41533636,4
4228,114.263488,22.41539213,4
4229,114.263488,22.41520623,4
4230,114.263488,22.41515046,4
4231,114.263488,22.41515046,4
4232,114.263488,22.41520623,4
4233,114.263488,22.41531777,4
4234,114.263488,22.41537354,4
4235,114.2634647,22.415262,4
4236,114.263523,22.415262,4
4237,114.2635277,22.41533636,4
4238,114.2635277,22.41539213,4
4239,114.2635277,22.41539213,4
4240,114.2635277,22.41533636,4
4241,114.2635323,22.415262,4
4242,114.263537,22.415262,4
4243,114.2635603,22.41520623,4
4244,114.2635603,22.41515046,4
4245,114.2635603,22.41503893,4
4246,114.2635603,22.41500175,4
4247,114.2635603,22.41489021,4
4248,114.2635603,22.41487162,4
4249,114.263565,22.41487162,4
4250,114.2635743,22.41487162,4
4251,114.2635743,22.4149088,4
4252,114.263565,22.41492739,4
4253,114.2635907,22.41533636,4
4254,114.2635907,22.41533636,4
4255,114.2635907,22.41533636,4
4256,114.2635907,22.41539213,4
4257,114.2635603,22.41533636,4
4258,114.2635603,22.41539213,4
4259,114.2635603,22.41548507,4
4260,114.2635603,22.41557802,4
4261,114.2635603,22.4156152,4
4262,114.2635603,22.41565238,4
4263,114.2635603,22.41568956,4
4264,114.2635603,22.41580109,4
4265,114.2635603,22.41581968,4
4266,114.2635603,22.41583827,4
4267,114.2635603,22.41594981,4
4268,114.2635603,22.41598699,4
4269,114.2635603,22.41600558,4
4270,114.2635603,22.41617288,4
4271,114.2635697,22.41621006,4
4272,114.2635767,22.41621006,4
4273,114.2636257,22.41621006,4
4274,114.2636257,22.41606134,4
4275,114.2636257,22.41602417,4
4276,114.2636257,22.41565238,4
4277,114.2636257,22.4156152,4
4278,114.2636187,22.41533636,4
