_id,ftype,fname,nid,metadata
2605,5,LIFT 26,6424,
2606,5,LIFT 27,6425,
2607,5,LIFT 28,6426,
2608,5,LIFT 29,6427,
2609,5,LIFT 30,6428,
2610,5,LIFT 31,6429,
2611,5,LIFT 32,6430,
2612,5,LIFT 33,6431,
2613,9,Stairs1,6432,
2614,9,Stairs2,6433,
2615,9,Stairs3,6434,
2616,9,Stairs4,6435,
2617,9,Stairs5,6436,
2618,9,Stairs6,6437,
2619,9,Stairs7,6438,
2620,9,Stairs8,6439,
2621,9,Stairs9,6440,
2622,9,Stairs10,6441,
2623,9,Stairs11,6442,
2624,9,Stairs12,6443,
2625,9,Stairs13,6444,
2626,9,Stairs14,6445,
2627,9,Stairs15,6446,
2628,9,Stairs16,6447,
2629,9,Stairs17,6448,
2630,9,Stairs18,6449,
2631,9,Stairs19,6450,
2632,9,Stairs20,6451,
2633,9,Stairs21,6452,
2634,9,Stairs22,6453,
2635,9,Stairs23,6454,
2636,9,Stairs24,6455,
2637,4,M,6456,
2638,4,M,6457,
2639,4,M,6458,
2640,4,M,6459,
2641,4,M,6460,
2642,4,F,6461,
2643,4,F,6462,
2644,4,F,6463,
2645,4,F,6464,
2646,4,F,6465,
2647,4,F,6466,
2648,4,F,6467,
2649,7,turning point,6468,
2650,7,turning point,6469,
2651,7,turning point,6470,
2652,7,turning point,6471,
2653,7,turning point,6472,
2654,7,turning point,6473,
2655,7,turning point,6474,
2656,7,turning point,6475,
2657,7,turning point,6476,
2658,7,turning point,6477,
2659,7,turning point,6478,
2660,7,turning point,6479,
2661,7,turning point,6480,
2662,7,turning point,6481,
2663,7,turning point,6482,
2664,7,turning point,6483,
2665,7,turning point,6484,
2666,7,turning point,6485,
2667,7,turning point,6486,
2668,7,turning point,6487,
2669,7,turning point,6488,
2670,7,turning point,6489,
2671,7,turning point,6490,
2672,2,7101,7000,
2673,2,7102,7001,
2674,2,7103,7002,
2675,2,7104,7003,
2676,2,7105,7004,
2677,2,7106,7005,
2678,2,7107,7006,
2679,2,7108,7007,
2680,2,7109,7008,
2681,2,7110,7009,
2682,2,7111,7010,
2683,2,7112,7011,
2684,2,7113,7012,
2685,2,7114,7013,
2686,2,7118,7014,
2687,2,7119,7015,
2688,2,7120,7016,
2689,2,7121,7017,
2690,2,7122,7018,
2691,8,7123,7019,
2692,8,7124,7020,
2693,8,7125,7021,
2694,2,7126,7022,
2695,2,7127,7023,
2696,2,7130,7024,
2697,2,7132,7025,
2698,2,7133,7026,
2699,2,7134,7027,
2700,2,7135,7028,
2701,2,7136,7029,
2702,2,7137,7030,
2703,2,7138,7031,
2704,2,7139,7032,
2705,2,7140,7033,
2706,2,7141,7034,
2707,2,7142,7035,
2708,2,7143,7036,
2709,2,7144,7037,
2710,2,7145,7038,
2711,2,7146,7039,
2712,2,7147-7150,7120,
2713,8,7147,7040,
2714,8,7148,7041,
2715,8,7149,7042,
2716,8,7150,7043,
2717,2,7152-7153,7121,
2718,8,7152,7044,
2719,8,7153,7045,
2720,2,7161,7046,
2721,2,7162,7047,
2722,2,7163,7048,
2723,2,7164,7049,
2724,2,7165,7050,
2725,2,7166,7051,
2726,2,7167,7052,
2727,2,7201-7220,7115,
2728,8,7201,7053,
2729,8,7202,7054,
2730,8,7203,7055,
2731,8,7204,7056,
2732,8,7205,7057,
2733,8,7206,7058,
2734,8,7207,7059,
2735,8,7208,7060,
2736,8,7209,7061,
2737,8,7210,7062,
2738,8,7211,7063,
2739,8,7212,7064,
2740,8,7213,7065,
2741,8,7214,7066,
2742,8,7215,7067,
2743,8,7216,7068,
2744,8,7217,7069,
2745,8,7218,7070,
2746,8,7219,7071,
2747,8,7220,7072,
2748,2,7250,7073,
2749,2,7251,7074,
2750,2,7252,7075,
2751,8,7253,7076,
2752,2,7301,7077,
2753,2,7307-7313,7129,
2754,8,7307,7078,
2755,8,7308,7079,
2756,8,7309,7080,
2757,8,7310,7081,
2758,8,7311,7082,
2759,8,7312,7083,
2760,8,7313,7084,
2761,2,7331-7343,7128,
2762,8,7331,7085,
2763,8,7332,7086,
2764,8,7333,7087,
2765,8,7334,7088,
2766,8,7335,7089,
2767,8,7336,7090,
2768,8,7337,7091,
2769,8,7338,7092,
2770,8,7339,7093,
2771,8,7340,7094,
2772,8,7341,7095,
2773,8,7342,7096,
2774,8,7343,7097,
2775,8,7122A,7098,
2776,8,7122B,7099,
2777,5,LIFT 13,7100,
2778,5,LIFT 14,7101,
2779,5,LIFT 15,7102,
2780,5,LIFT 19,7103,
2781,5,LIFT 21,7104,
2782,5,LIFT 22,7105,
2783,5,LIFT 23,7106,
2784,5,LIFT 33,7107,
2785,4,M,7108,
2786,4,M,7109,
2787,4,M,7110,
2788,4,F,7111,
2789,4,F,7112,
2790,7,turning point,7113,
2791,7,turning point ,7114,
2792,7,turning point,7116,
2793,7,turning point,7117,
2794,7,turning point,7118,
2795,7,turning point,7119,
2796,7,turning point,7122,
2797,7,turning point,7123,
2798,7,turning point ,7124,
2799,7,turning point,7125,
2800,7,turning point,7126,
2801,7,turning point,7127,
