_id,ftype,fname,nid,metadata
1481,2,4332A,4154,
1482,2,4332B-E,4454,
1483,8,4332B,4155,
1484,8,4332C,4156,
1485,8,4332D,4157,
1486,8,4332E,4158,
1487,2,4333A-B,4455,
1488,8,4333A,4159,
1489,8,4333B,4160,
1490,2,4334,4161,
1491,2,4335,4162,
1492,2,4336,4163,
1493,2,4337,4164,
1494,2,4338,4165,
1495,2,4340,4166,
1496,8,4341,4167,
1497,8,4342,4168,
1498,2,4347,4169,
1499,2,4348,4170,
1500,8,4350,4171,
1501,2,4351,4172,
1502,2,4352,4173,
1503,2,4353,4174,
1504,2,4354,4175,
1505,2,4355,4176,
1506,2,4357,4177,
1507,2,4358,4178,
1508,8,4359,4179,
1509,2,4360,4180,
1510,2,4361,4181,
1511,2,4362,4182,
1512,2,4363,4183,
1513,8,4364,4184,
1514,8,4365,4185,
1515,2,4366,4186,
1516,2,4367,4187,
1517,2,4368,4188,
1518,2,4371,4189,
1519,2,4373,4190,
1520,2,4374,4191,
1521,2,4375,4192,
1522,2,4376,4193,
1523,8,4378,4194,
1524,2,4379,4195,
1525,2,4380,4196,
1526,2,4381,4197,
1527,2,4382,4198,
1528,8,4382A,4199,
1529,8,4382B,4200,
1530,8,4382C,4201,
1531,8,4382D,4202,
1532,8,4382E,4203,
1533,2,4383,4204,
1534,2,4384,4205,
1535,8,4384A,4206,
1536,2,4401,4207,
1537,8,4411,4208,
1538,2,4412,4209,
1539,2,4413,4210,
1540,2,4414,4211,
1541,2,4416,4212,
1542,2,4417,4213,
1543,2,4418,4214,
1544,2,4419,4215,
1545,2,4420,4216,
1546,2,4421,4217,
1547,2,4422,4218,
1548,2,4423,4219,
1549,2,4425,4220,
1550,2,4426,4221,
1551,2,4427,4222,
1552,2,4428,4223,
1553,2,4430,4224,
1554,2,4431,4225,
1555,2,4432,4226,
1556,2,4433,4227,
1557,2,4434,4228,
1558,2,4435,4229,
1559,2,4436,4230,
1560,2,4438,4231,
1561,2,4439,4232,
1562,2,4440,4233,
1563,2,4441,4234,
1564,2,4442,4235,
1565,2,4443,4236,
1566,2,4444,4237,
1567,2,4445,4238,
1568,2,4447,4239,
1569,2,4448,4240,
1570,2,4449,4241,
1571,2,4450,4242,
1572,2,4451,4243,
1573,2,4452,4244,
1574,2,4453,4245,
1575,2,4454,4246,
1576,2,4455,4247,
1577,2,4456,4248,
1578,2,4457,4249,
1579,2,4458,4250,
1580,2,4459,4251,
1581,2,4460,4252,
1582,2,4461,4253,
1583,2,4462,4254,
1584,8,4463,4255,
1585,2,4464,4256,
1586,2,4468,4257,
1587,2,4469,4258,
1588,2,4470,4259,
1589,2,4471,4260,
1590,2,4472,4261,
1591,2,4473,4262,
1592,2,4474,4263,
1593,2,4475,4264,
1594,2,4476,4265,
1595,2,4477,4266,
1596,2,4478,4267,
1597,2,4480,4268,
1598,2,4481,4269,
1599,2,4482,4270,
1600,2,4483,4271,
1601,2,4484,4272,
1602,2,4501,4273,
1603,2,4502,4274,
1604,2,4503,4275,
1605,2,4504,4276,
1606,2,4505,4277,
1607,2,4510,4278,
1608,8,4511,4279,
1609,2,4512,4280,
1610,2,4514,4281,
1611,2,4515,4282,
1612,2,4516,4283,
1613,2,4517,4284,
1614,2,4518,4285,
1615,2,4519,4286,
1616,2,4520,4287,
1617,2,4521,4288,
1618,2,4522,4289,
1619,2,4523,4290,
1620,2,4524,4291,
1621,2,4525,4292,
1622,2,4526,4293,
1623,2,4527,4294,
1624,2,4528,4295,
1625,2,4530,4296,
1626,2,4531,4297,
1627,2,4532,4298,
1628,2,4533,4299,
1629,2,4534,4300,
1630,2,4535,4301,
1631,2,4536,4302,
1632,2,4537,4303,
1633,2,4538,4304,
1634,2,4540,4305,
1635,2,4541,4306,
1636,2,4542,4307,
1637,2,4543,4308,
1638,2,4544,4309,
1639,2,4545,4310,
1640,2,4546,4311,
1641,2,4547,4312,
1642,2,4548,4313,
1643,2,4550,4314,
1644,2,4551,4315,
1645,2,4552,4316,
1646,2,4553,4317,
1647,2,4554,4318,
1648,2,4555,4319,
1649,2,4556,4320,
1650,2,4557,4321,
1651,2,4558,4322,
1652,2,4559,4323,
1653,2,4560,4324,
1654,2,4561,4325,
1655,2,4562,4326,
1656,2,4564,4327,
1657,2,4566-4572,4492,
1658,8,4566,4328,
1659,2,4567,4329,
1660,2,4568,4330,
1661,8,4569,4331,
1662,8,4570,4332,
1663,8,4571,4333,
1664,8,4572,4334,
1665,2,4572A,4335,
1666,2,4573,4336,
1667,2,4574,4337,
1668,2,4577,4338,
1669,2,4578,4339,
1670,8,4579,4340,
1671,8,4580,4341,
1672,2,4581,4342,
1673,2,4582,4343,
1674,2,4583,4344,
1675,2,4584,4345,
1676,2,4585,4346,
1677,2,4585A,4347,
1678,2,4585B,4348,
1679,2,4585C,4349,
1680,2,4586,4350,
1681,8,4587,4351,
1682,8,4588,4352,
1683,8,4589,4353,
1684,2,4592,4354,
1685,8,4593,4355,
1686,8,4594,4356,
1687,8,4595,4357,
1688,8,4596,4358,
1689,8,4597,4359,
1690,2,4599,4360,
1691,2,4600,4361,
1692,2,4601,4362,
1693,8,4602,4363,
1694,2,4605,4364,
1695,8,4605A,4365,
1696,2,4606,4366,
1697,8,4606A,4367,
1698,8,4606B,4368,
1699,8,4606C,4369,
1700,8,4606D,4370,
1701,2,4607,4371,
1702,2,4619,4372,
1703,2,4620,4373,
1704,2,4621,4374,
1705,2,BarnA,4376,
1706,2,BarnC ,4377,
1707,5,LIFT 1,4378,
1708,5,LIFT 2,4379,
1709,5,LIFT 3,4380,
1710,5,LIFT 4,4381,
1711,5,LIFT 13,4382,
1712,5,LIFT 14,4383,
1713,5,LIFT 15,4384,
1714,5,LIFT 17,4385,
1715,5,LIFT 18,4386,
1716,5,LIFT 19,4387,
1717,5,LIFT 20,4388,
1718,5,LIFT 21,4389,
1719,5,LIFT 22,4390,
1720,5,LIFT 23,4391,
1721,5,LIFT 24,4392,
1722,5,LIFT 25,4393,
1723,5,LIFT 26,4394,
1724,5,LIFT 27,4395,
1725,5,LIFT 28,4396,
1726,5,LIFT 29,4397,
1727,5,LIFT 30,4398,
1728,5,LIFT 31,4399,
1729,5,LIFT 32,4400,
1730,5,LIFT 33,4401,
1731,9,stairs1,4402,
1732,9,stairs2,4403,
1733,9,stairs3,4404,
1734,9,stairs4,4405,
1735,9,stairs5,4406,
1736,9,stairs6,4407,
1737,9,stairs7,4408,
1738,9,stairs8,4409,
1739,9,stairs9,4410,
1740,9,stairs10,4411,
1741,9,stairs11,4412,
1742,9,stairs12,4413,
1743,9,stairs13,4414,
1744,9,stairs14,4415,
1745,9,stairs15,4416,
1746,9,stairs16,4417,
1747,9,stairs17,4418,
1748,9,stairs18,4419,
1749,9,stairs19,4420,
1750,9,stairs20,4421,
1751,9,stairs21,4422,
1752,9,stairs22,4423,
1753,9,stairs23,4424,
1754,9,stairs24,4425,
1755,9,stairs25,4426,
1756,9,stairs26,4427,
1757,9,stairs27,4428,
1758,9,stairs28,4429,
1759,9,stairs29,4430,
1760,9,stairs30,4431,
1761,9,stairs31,4432,
1762,9,stairs32,4433,
1763,9,stairs33,4434,
1764,9,stairs34,4435,
1765,9,stairs35,4436,
1766,9,stairs36,4437,
1767,4,F,4438,
1768,4,F,4439,
1769,4,F,4440,
1770,4,F,4441,
1771,4,F,4442,
1772,4,F,4443,
1773,4,F,4444,
1774,4,F,4445,
1775,4,M,4446,
1776,4,M,4447,
1777,4,M,4448,
1778,4,M,4449,
1779,4,M,4450,
1780,4,M,4451,
1781,4,M,4486,
1782,4,M,4499,
1783,7,turning point,4456,
1784,7,turning point,4457,
1785,7,turning point,4458,
1786,7,turning point,4459,
1787,7,turning point,4460,
1788,7,turning point,4461,
1789,7,turning point,4462,
1790,7,turning point,4463,
1791,7,turning point,4464,
1792,7,turning point,4465,
1793,7,turning point,4466,
1794,7,turning point,4467,
1795,7,turning point,4468,
1796,7,turning point,4469,
1797,7,turning point,4470,
1798,7,turning point,4471,
1799,7,turning point,4472,
1800,7,turning point,4473,
1801,7,turning point,4474,
1802,7,turning point,4475,
1803,7,turning point,4476,
1804,7,turning point,4477,
1805,7,turning point,4478,
1806,7,turning point,4479,
1807,7,turning point,4480,
1808,7,turning point,4481,
1809,7,turning point,4482,
1810,7,turning point,4483,
1811,7,turning point,4484,
1812,7,turning point,4485,
1813,7,turning point,4487,
1814,7,turning point,4488,
1815,7,turning point,4489,
1816,7,turning point,4490,
1817,7,turning point,4491,
1818,7,turning point,4493,
1819,7,turning point,4494,
1820,7,turning point,4495,
1821,7,turning point,4496,
1822,7,turning point,4497,
1823,7,turning point,4498,
1824,7,turning point,4500,
1825,7,turning point,4501,
1826,7,turning point,4502,
1827,7,turning point,4503,
1828,7,turning point,4504,
1829,7,turning point,4505,
1830,7,turning point,4506,
1831,7,turning point,4507,
1832,7,turning point,4508,
1833,7,turning point,4509,
1834,7,turning point,4510,
1835,7,turning point,4511,
1836,7,turning point,4512,
1837,7,turning point,4513,
1838,7,turning point,4514,
1839,7,turning point,4515,
1840,7,turning point,4516,
1841,7,turning point,4517,
1842,7,turning point,4518,
1843,7,turning point,4519,
1844,7,turning point,4520,
1845,7,turning point,4521,
1846,7,turning point,4522,
1847,7,turning point,4523,
1848,7,turning point,4524,
1849,7,turning point,4525,
1850,7,turning point,4526,
1851,7,turning point,4527,
1852,7,turning point,4528,
1853,7,turning point,4529,
1854,8,5003,5000,
1855,8,5005,5001,
1856,8,5006,5002,
1857,8,5007,5003,
1858,8,5008,5004,
1859,8,5009,5005,
1860,8,5010,5006,
1861,8,5011,5007,
1862,8,5012,5008,
1863,8,5013,5009,
1864,2,5014,5010,
1865,8,5015,5011,
1866,8,5016,5012,
1867,8,5017,5013,
1868,8,5018,5014,
1869,8,5019,5015,
1870,8,5020,5016,
1871,8,5021,5017,
1872,8,5022,5018,
1873,8,5023,5019,
1874,8,5024,5020,
1875,8,5025,5021,
1876,8,5026,5022,
1877,8,5028,5023,
1878,8,5029,5024,
1879,8,5030,5025,
1880,8,5031,5026,
1881,8,5032,5027,
1882,8,5036,5028,
1883,2,5037,5029,
1884,8,5038,5030,
1885,8,5039,5031,
1886,8,5040,5032,
1887,8,5041,5033,
1888,8,5043,5034,
1889,8,5303,5035,
1890,2,5331,5036,
1891,8,5332,5037,
1892,8,5333,5038,
1893,8,5334,5039,
1894,8,5335,5040,
1895,8,5336,5041,
1896,8,5337,5042,
1897,8,5339,5043,
1898,8,5340,5044,
1899,8,5341,5045,
1900,8,5342,5046,
1901,8,5343,5047,
1902,8,5344,5048,
1903,8,5345,5049,
1904,8,5346,5050,
1905,8,5350,5051,
1906,2,5351,5052,
1907,8,5352,5053,
1908,8,5353,5054,
1909,8,5355,5055,
1910,2,5358,5056,
1911,8,5362,5057,
1912,8,5363,5058,
1913,8,5364,5059,
1914,8,5365,5060,
1915,8,5366,5061,
1916,8,5367,5062,
1917,8,5368,5063,
1918,8,5369,5064,
1919,8,5401,5065,
1920,8,5402,5066,
1921,8,5404,5067,
1922,8,5405,5068,
1923,8,5406,5069,
1924,8,5407,5070,
1925,2,5409,5071,
1926,8,5410,5072,
1927,8,5411,5073,
1928,8,5412,5074,
1929,8,5413,5075,
1930,2,5414,5076,
1931,8,5415,5077,
1932,8,5416,5078,
1933,8,5417,5079,
1934,8,5418,5080,
1935,8,5419,5081,
1936,8,5420,5082,
1937,2,5435,5083,
1938,2,5436,5084,
1939,2,5437,5085,
1940,2,5438,5086,
1941,2,5439,5087,
1942,2,5440,5088,
1943,2,5441,5089,
1944,2,5442,5090,
1945,2,5443,5091,
1946,2,5444,5092,
1947,2,5445,5093,
1948,2,5446,5094,
1949,2,5447,5095,
1950,2,5448,5096,
1951,2,5449,5097,
1952,2,5450,5098,
1953,2,5451,5099,
1954,2,5452,5100,
1955,2,5453,5101,
1956,2,5454,5102,
1957,2,5455,5103,
1958,2,5456,5104,
1959,2,5457,5105,
1960,2,5458,5106,
1961,2,5459,5107,
1962,2,5460,5108,
1963,2,5461,5109,
1964,2,5462,5110,
1965,2,5463,5111,
1966,2,5466,5112,
1967,8,5467,5113,
1968,8,5468,5114,
1969,2,5470,5115,
1970,2,5471,5116,
1971,2,5472,5117,
1972,2,5473,5118,
1973,2,5474,5119,
1974,2,5475,5120,
1975,2,5476,5121,
1976,2,5477,5122,
1977,2,5478,5123,
1978,2,5479,5124,
1979,2,5480,5125,
1980,2,5481,5126,
1981,2,5482,5127,
1982,2,5483,5128,
1983,2,5484,5129,
1984,2,5485,5130,
1985,2,5486,5131,
1986,2,5487,5132,
1987,2,5488,5133,
1988,2,5489,5134,
1989,2,5490,5136,
1990,2,5491,5137,
1991,2,5492,5138,
1992,2,5493,5139,
1993,2,5494,5140,
1994,8,5495,5141,
1995,2,5501,5142,
1996,2,5502,5143,
1997,2,5503,5144,
1998,2,5504,5145,
1999,2,5505,5146,
2000,2,5506,5147,
2001,2,5507,5148,
2002,2,5508,5149,
2003,2,5509,5150,
2004,2,5510,5151,
2005,2,5512,5152,
2006,2,5513,5153,
2007,2,5514,5154,
2008,2,5515,5155,
2009,2,5516,5156,
2010,2,5517,5157,
2011,2,5518,5158,
2012,2,5519,5159,
2013,2,5520,5160,
2014,2,5521,5161,
2015,2,5522,5162,
2016,2,5524,5163,
2017,2,5525,5164,
2018,2,5526,5165,
2019,2,5527,5166,
2020,2,5528,5167,
2021,2,5529,5168,
2022,2,5530,5169,
2023,2,5531,5170,
2024,2,5532,5171,
2025,2,5534,5172,
2026,2,5535,5173,
2027,2,5536,5174,
2028,2,5537,5175,
2029,2,5538,5176,
2030,2,5539,5177,
2031,2,5540,5178,
2032,2,5541,5179,
2033,2,5543,5180,
2034,2,5544,5181,
2035,2,5545,5182,
2036,2,5546,5183,
2037,2,5547,5184,
2038,2,5548,5185,
2039,2,5549,5186,
2040,2,5550,5187,
2041,2,5551,5188,
2042,8,5552,5189,
2043,8,5553,5190,
2044,2,5554,5191,
2045,2,5555,5192,
2046,2,5557,5193,
2047,2,5558,5194,
2048,2,5559,5195,
2049,2,5560,5196,
2050,2,5561,5197,
2051,2,5562,5198,
2052,2,5563,5199,
2053,2,5564,5200,
2054,2,5565,5201,
2055,2,5566,5202,
2056,2,5567,5203,
2057,2,5568,5204,
2058,8,5570,5205,
2059,8,5571,5206,
2060,2,5572,5207,
2061,2,5577,5208,
2062,2,5578,5209,
2063,2,5579,5210,
2064,2,5580,5211,
2065,2,5581,5212,
2066,2,5582,5213,
2067,2,5583,5214,
2068,2,5584,5215,
2069,2,5585,5216,
2070,2,5588,5217,
2071,8,5589,5218,
2072,8,5590,5219,
2073,2,5591,5220,
2074,8,5592,5222,
2075,8,5593,5223,
2076,8,5594,5224,
2077,8,5595,5225,
2078,8,5596,5226,
2079,8,5597,5227,
2080,8,5598,5228,
2081,8,5599,5229,
2082,8,5600,5230,
2083,8,5601,5232,
2084,8,5602,5233,
2085,2,5603,5235,
2086,8,5604,5237,
2087,8,5605,5239,
2088,8,5606,5240,
2089,8,5614,5241,
2090,8,5615,5242,
2091,8,5616,5243,
2092,8,5617,5244,
2093,2,5619,5245,
2094,2,5620,5246,
2095,8,5003A,5247,
2096,8,5004A,5248,
2097,8,5418A,5249,
2098,8,5502A,5250,
2099,8,5502B,5251,
2100,8,5611A,5252,
2101,8,5611B,5253,
2102,8,5611C,5254,
2103,8,5611D,5255,
2104,8,5611E,5256,
2105,8,5613A,5257,
2106,8,5613B,5258,
2107,8,5613C,5259,
2108,8,5613D,5260,
2109,8,5613E,5261,
2110,8,5613F,5262,
2111,8,5613G,5263,
2112,8,5613H,5264,
2113,8,5613I,5265,
2114,8,5613J,5266,
2115,8,5613K,5267,
2116,8,5613L,5268,
2117,8,5613M,5269,
2118,5,LIFT 2,5271,
2119,5,LIFT 3,5272,
2120,5,LIFT 13,5273,
2121,5,LIFT 14,5274,
2122,5,LIFT 15,5275,
2123,5,LIFT 17,5276,
2124,5,LIFT 18,5277,
2125,5,LIFT 25,5278,
2126,5,LIFT 26,5279,
2127,5,LIFT 27,5280,
2128,5,LIFT 28,5281,
2129,5,LIFT 29,5282,
2130,5,LIFT 30,5283,
2131,5,LIFT 31,5284,
2132,5,LIFT 32,5285,
2133,9,stairs1,5286,
2134,9,stairs2,5287,
2135,9,stairs3,5288,
2136,9,stairs4,5289,
2137,9,stairs5,5290,
2138,9,stairs6,5291,
2139,9,stairs7,5292,
2140,9,stairs8,5293,
2141,9,stairs9,5294,
2142,9,stairs10,5295,
2143,9,stairs11,5296,
2144,9,stairs12,5297,
2145,9,stairs13,5298,
2146,9,stairs14,5299,
2147,4,M,5300,
2148,4,M,5301,
2149,4,M,5302,
2150,4,M,5303,
2151,4,F,5304,
2152,4,F,5305,
2153,4,F,5306,
2154,7,turning point,5307,
2155,7,turning point,5308,
2156,7,turning point,5309,
2157,7,turning point,5310,
2158,7,turning point,5311,
2159,7,turning point,5312,
2160,7,turning point,5313,
2161,7,turning point,5314,
2162,7,turning point,5315,
2163,7,turning point,5316,
2164,7,turning point,5317,
2165,7,turning point,5318,
2166,7,turning point,5319,
2167,7,turning point,5320,
2168,7,turning point,5321,
2169,7,turning point,5322,
2170,7,turning point,5323,
2171,7,turning point,5324,
2172,7,turning point,5325,
2173,2,5570-5572,5326,
2174,7,turning point,5327,
2175,2,5589-5606,5328,
2176,7,turning point,5329,
2177,7,turning point,5330,
2178,2,5613A-M,5331,
2179,2,5611A-E,5332,
2180,2,5614-5617,5333,
2181,2,6100,6000,
2182,2,6101,6001,
2183,2,6102,6002,
2184,2,6103,6003,
2185,2,6104,6004,
2186,2,6105,6005,
2187,2,6107,6006,
2188,2,6109,6007,
2189,2,6111,6008,
2190,2,6112,6009,
2191,2,6113,6010,
2192,2,6114,6011,
2193,2,6115,6012,
2194,2,6116,6013,
2195,2,6118,6014,
2196,2,6120,6015,
2197,2,6123,6016,
2198,2,6124,6017,
2199,2,6126,6018,
2200,2,6127,6019,
2201,2,6128,6020,
2202,8,6129,6021,
2203,2,6130,6022,
2204,2,6131,6023,
2205,2,6133,6024,
2206,8,6134,6025,
2207,2,6135,6026,
2208,8,6136,6027,
2209,2,6137,6028,
2210,8,6138,6029,
2211,2,6139,6030,
2212,2,6140,6031,
2213,2,6141,6032,
2214,8,6142,6033,
2215,2,6143,6034,
2216,2,6144,6035,
2217,2,6145,6036,
2218,2,6146,6037,
2219,2,6147,6038,
2220,2,6148,6039,
2221,2,6149,6040,
2222,2,6150,6041,
2223,8,6201,6042,
2224,8,6202,6043,
2225,8,6203,6044,
2226,8,6204,6045,
2227,8,6205,6046,
2228,8,6206,6047,
2229,8,6207,6048,
2230,8,6208,6049,
2231,8,6209,6050,
2232,8,6210,6051,
2233,8,6211,6052,
2234,8,6212,6053,
2235,8,6213,6054,
2236,8,6214,6055,
2237,8,6215,6056,
2238,8,6216,6057,
2239,8,6217,6058,
2240,8,6218,6059,
2241,8,6219,6060,
2242,8,6220,6061,
2243,8,6221,6062,
2244,8,6222,6063,
2245,8,6223,6064,
2246,8,6224,6065,
2247,8,6225,6066,
2248,8,6226,6067,
2249,8,6227,6068,
2250,8,6228,6069,
2251,8,6229,6070,
2252,8,6230,6071,
2253,8,6231,6072,
2254,8,6232,6073,
2255,8,6234,6074,
2256,8,6235,6075,
2257,8,6236,6076,
2258,8,6237,6077,
2259,8,6238,6078,
2260,8,6239,6079,
2261,8,6240,6080,
2262,8,6241,6081,
2263,8,6242,6082,
2264,8,6243,6083,
2265,8,6244,6084,
2266,8,6245,6085,
2267,8,6246,6086,
2268,8,6247,6087,
2269,8,6248,6088,
2270,8,6249,6089,
2271,2,6250,6090,
2272,8,6251,6091,
2273,8,6252,6092,
2274,2,6253,6093,
2275,2,6254,6094,
2276,2,6255,6095,
2277,2,6256-6259,6096,
2278,8,6256,6097,
2279,8,6257,6098,
2280,8,6258,6099,
2281,8,6259,6100,
2282,2,6260,6101,
2283,2,6267,6102,
2284,2,6268,6103,
2285,2,6269,6104,
2286,2,6270,6105,
2287,2,6271,6106,
2288,8,6272,6107,
2289,8,6273,6108,
2290,8,6274,6109,
2291,8,6275,6110,
2292,8,6276,6111,
2293,8,6277,6112,
2294,8,6278,6113,
2295,8,6279,6114,
2296,8,6280,6115,
2297,8,6281,6116,
2298,8,6282,6117,
2299,8,6283,6118,
2300,8,6284,6119,
2301,8,6285,6120,
2302,8,6287,6121,
2303,8,6288,6122,
2304,8,6288,6123,
2305,8,6289,6124,
2306,8,6290,6125,
2307,8,6291,6126,
2308,8,6292,6127,
2309,8,6293,6128,
2310,8,6294,6129,
2311,8,6295,6130,
2312,8,6296,6131,
2313,8,6297,6132,
2314,8,6298,6133,
2315,8,6299,6134,
2316,8,6300,6135,
2317,8,6301,6136,
2318,8,6302,6137,
2319,8,6303,6138,
2320,8,6304,6139,
2321,8,6305,6140,
2322,8,6306,6141,
2323,8,6307,6142,
2324,8,6308,6143,
2325,8,6309,6144,
2326,8,6310,6145,
2327,8,6311,6146,
2328,8,6312,6147,
2329,8,6313,6148,
2330,8,6315,6149,
2331,8,6316,6150,
2332,8,6318,6151,
2333,2,6319,6152,
2334,8,6320,6153,
2335,2,6321,6154,
2336,2,6322,6155,
2337,2,6323,6156,
2338,2,6330-3376,6157,
2339,8,6330,6158,
2340,8,6331,6159,
2341,8,6332,6160,
2342,8,6333,6161,
2343,8,6334,6162,
2344,8,6335,6163,
2345,8,6336,6164,
2346,8,6337,6165,
2347,8,6338,6166,
2348,8,6339,6167,
2349,8,6340,6168,
2350,8,6341,6169,
2351,8,6342,6170,
2352,8,6343,6171,
2353,8,6344,6172,
2354,8,6345,6173,
2355,8,6346,6174,
2356,8,6347,6175,
2357,8,6348,6176,
2358,8,6349,6177,
2359,8,6350,6178,
2360,8,6351,6179,
2361,8,6352,6180,
2362,8,6353,6181,
2363,8,6354,6182,
2364,8,6355,6183,
2365,8,6356,6184,
2366,8,6357,6185,
2367,8,6358,6186,
2368,8,6359,6187,
2369,8,6360,6188,
2370,8,6361,6189,
2371,8,6362,6190,
2372,8,6363,6191,
2373,8,6364,6192,
2374,8,6365,6193,
2375,8,6366,6194,
2376,8,6367,6195,
2377,8,6368,6196,
2378,8,6369,6197,
2379,8,6370,6198,
2380,8,6371,6199,
2381,8,6372,6200,
2382,8,6373,6201,
2383,8,6374,6202,
2384,8,6375,6203,
2385,8,6376,6204,
2386,2,6401-6522,6205,
2387,8,6401,6206,
2388,8,6402,6207,
2389,8,6403,6208,
2390,8,6404,6209,
2391,8,6405,6210,
2392,8,6406,6211,
2393,8,6407,6212,
2394,8,6408,6213,
2395,8,6409,6214,
2396,8,6410,6215,
2397,8,6411,6216,
2398,8,6412,6217,
2399,8,6413,6218,
2400,8,6414,6219,
2401,8,6415,6220,
2402,8,6416,6221,
2403,8,6417,6222,
2404,8,6418,6223,
2405,8,6419,6224,
2406,8,6420,6225,
2407,8,6421,6226,
2408,8,6422,6227,
2409,8,6423,6228,
2410,8,6424,6229,
2411,8,6425,6230,
2412,8,6426,6231,
2413,8,6427,6232,
2414,8,6428,6233,
2415,8,6429,6234,
2416,8,6430,6235,
2417,8,6431,6236,
2418,8,6432,6237,
2419,8,6433,6238,
2420,8,6434,6239,
2421,8,6435,6240,
2422,8,6436,6241,
2423,8,6437,6242,
2424,8,6438,6243,
2425,8,6439,6244,
2426,8,6440,6245,
2427,8,6441,6246,
2428,8,6442,6247,
2429,8,6443,6248,
2430,8,6444,6249,
2431,8,6445,6250,
2432,8,6446,6251,
2433,8,6447,6252,
2434,8,6448,6253,
2435,8,6449,6254,
2436,8,6450,6255,
2437,8,6451,6256,
2438,8,6452,6257,
2439,8,6453,6258,
2440,8,6454,6259,
2441,8,6455,6260,
2442,8,6456,6261,
2443,8,6457,6262,
2444,8,6458,6263,
2445,8,6459,6264,
2446,8,6460,6265,
2447,8,6461,6266,
2448,8,6462,6267,
2449,8,6463,6268,
2450,8,6464,6269,
2451,8,6465,6270,
2452,8,6466,6271,
2453,8,6467,6272,
2454,8,6468,6273,
2455,8,6469,6274,
2456,8,6470,6275,
2457,8,6471,6276,
2458,8,6472,6277,
2459,8,6473,6278,
2460,8,6474,6279,
2461,8,6475,6280,
2462,8,6476,6281,
2463,8,6477,6282,
2464,8,6478,6283,
2465,8,6479,6284,
2466,8,6480,6285,
2467,8,6481,6286,
2468,8,6482,6287,
2469,8,6483,6288,
2470,8,6484,6289,
2471,8,6485,6290,
2472,8,6486,6291,
2473,8,6487,6292,
2474,8,6488,6293,
2475,8,6489,6294,
2476,8,6490,6295,
2477,8,6491,6296,
2478,8,6492,6297,
2479,8,6493,6298,
2480,8,6494,6299,
2481,8,6495,6300,
2482,8,6496,6301,
2483,8,6497,6302,
2484,8,6498,6303,
2485,8,6499,6304,
2486,8,6500,6305,
2487,8,6501,6306,
2488,8,6502,6307,
2489,8,6503,6308,
2490,8,6504,6309,
2491,8,6505,6310,
2492,8,6506,6311,
2493,8,6507,6312,
2494,8,6508,6313,
2495,8,6509,6314,
2496,8,6510,6315,
2497,8,6511,6316,
2498,8,6512,6317,
2499,8,6513,6318,
2500,8,6514,6319,
2501,8,6515,6320,
2502,8,6516,6321,
2503,8,6517,6322,
2504,8,6518,6323,
2505,8,6519,6324,
2506,8,6520,6325,
2507,8,6521,6326,
2508,8,6522,6327,
2509,2,6525-6538,6328,
2510,8,6525,6329,
2511,8,6526,6330,
2512,8,6527,6331,
2513,8,6528,6332,
2514,8,6529,6333,
2515,8,6530,6334,
2516,8,6531,6335,
2517,8,6532,6336,
2518,8,6533,6337,
2519,8,6534,6338,
2520,8,6535,6339,
2521,8,6536,6340,
2522,8,6537,6341,
2523,8,6538,6342,
2524,2,6539-6548,6343,
2525,8,6539,6344,
2526,8,6540,6345,
2527,8,6541,6346,
2528,8,6542,6347,
2529,8,6543,6348,
2530,8,6544,6349,
2531,8,6545,6350,
2532,8,6546,6351,
2533,8,6547,6352,
2534,8,6548,6353,
2535,2,6549-6566,6354,
2536,8,6549,6355,
2537,8,6550,6356,
2538,8,6551,6357,
2539,8,6552,6358,
2540,8,6553,6359,
2541,8,6554,6360,
2542,8,6555,6361,
2543,8,6556,6362,
2544,8,6557,6363,
2545,8,6558,6364,
2546,8,6559,6365,
2547,8,6560,6366,
2548,8,6561,6367,
2549,8,6562,6368,
2550,8,6563,6369,
2551,8,6564,6370,
2552,8,6565,6371,
2553,8,6566,6372,
2554,8,6568,6373,
2555,8,6569,6374,
2556,8,6573,6375,
2557,8,6576,6376,
2558,8,6577,6377,
2559,2,6580-6583,6378,
2560,8,6580,6379,
2561,8,6581,6380,
2562,8,6582,6381,
2563,8,6583,6382,
2564,8,6591,6383,
2565,2,6592,6384,
2566,8,6595,6385,
2567,8,6596,6386,
2568,8,6597,6387,
2569,8,6598,6388,
2570,8,6599,6389,
2571,8,6601,6390,
2572,8,6602,6391,
2573,8,6603,6392,
2574,2,6117AB,6393,
2575,2,611A,6394,
2576,2,6122AB,6395,
2577,8,6233A,6396,
2578,8,6233B,6397,
2579,8,6310A,6398,
2580,8,6310C,6399,
2581,8,6310D,6400,
2582,8,6310E,6401,
2583,8,6310F,6402,
2584,8,6310G,6403,
2585,8,6310H,6404,
2586,8,6314A,6405,
2587,8,6314B,6406,
2588,8,6316A,6407,
2589,8,6592A,6408,
2590,8,6592B,6409,
2591,8,6603A,6410,
2592,8,6603B,6411,
2593,5,LIFT 13,6412,
2594,5,LIFT 14,6413,
2595,5,LIFT 15,6414,
2596,5,LIFT 17,6415,
2597,5,LIFT 18,6416,
2598,5,LIFT 19,6417,
2599,5,LIFT 20,6418,
2600,5,LIFT 21,6419,
2601,5,LIFT 22,6420,
2602,5,LIFT 23,6421,
2603,5,LIFT 24,6422,
2604,5,LIFT 25,6423,
